# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  1 05:52:15 2023
#
# CONSTRAINT:  where (immodeldef =1)
#
# COLUMN plntname:       Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN imdelthmag:     Delta mag H-band (planet-host) [mag]
# COLUMN imdeltjmag:     Delta mag J-band (planet-host) [mag]
# COLUMN imdeltkmag:     Delta mag K-band (planet-host) [mag]
# COLUMN imdeltlpmag:    Delta mag Lp-band (planet-host) [mag]
# COLUMN imangsep:       Projected separation star-planet [arcsec]
# COLUMN imsep:          Projected separation star-planet [au]
# COLUMN imtruesep:      True separation star-planet [au]
# COLUMN impa:           Position angle star-planet [deg]
# COLUMN imdist:         Distance [pc]
# COLUMN imtelescope:    Telescope
# COLUMN iminstrument:   Instrument
# COLUMN imdateobs:      Date Obs [UT]
# COLUMN imcluster:      Cluster or group membership of host
# COLUMN imreflink:      Reference
# COLUMN imdisk:         Circumstellar Disk Detected?
# COLUMN imcorona:       Coronagraph Used?
# COLUMN imifu:          IFU Used?
# COLUMN ns:             Number of Stars
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN imjmag:         Stellar Magnitude J-band [mag]
# COLUMN imhmag:         Stellar Magnitude H-band [mag]
# COLUMN imkmag:         Stellar Magnitude K-band [mag]
# COLUMN imlpmag:        Stellar Magnitude Lp-band [mag]
# COLUMN implnjmag:      Planet Magnitude J-band [mag]
# COLUMN implnhmag:      Planet Magnitude H-band [mag]
# COLUMN implnkmag:      Planet Magnitude K-band [mag]
# COLUMN implnlpmag:     Planet Magnitude Lp-band [mag]
# COLUMN imstype:        Stellar Spectral Type
# COLUMN immass:         Stellar Mass [solar mass]
# COLUMN image:          Stellar Age [My]
# COLUMN imlum:          Stellar Luminosity [solar luminosity]
# COLUMN implmass:       Planet Mass [Jupiter mass]
# COLUMN implstype:      Planet Spectral Type
# COLUMN impltemp:       Planet Temperature [K]
# COLUMN implradius:     Planet Radius [Jupiter radius]
# COLUMN immodel:        Model Description
# COLUMN immodeldef:     Default Model
# COLUMN imnotes:        Notes
#
rowid,plntname,ra_str,ra,dec_str,dec,imdelthmag,imdeltjmag,imdeltkmag,imdeltlpmag,imangsep,imsep,imtruesep,impa,imdist,imtelescope,iminstrument,imdateobs,imcluster,imreflink,imdisk,imcorona,imifu,ns,glon,glat,imjmag,imhmag,imkmag,imlpmag,implnjmag,implnhmag,implnkmag,implnlpmag,imstype,immass,image,imlum,implmass,implstype,impltemp,implradius,immodel,immodeldef,imnotes
183,WISEP J121756.91+162640.2 A b,12:17:56.91,184.4871250,+16:26:40.2,16.44450000,2.20,2.100000000000e+00,2.160000000000e+00,,0.757,8.0,,,10.5,Keck:II,NIRC2,2012-01-29,,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...57L/abstract target=ref>Liu et al. 2012</a>,0,0,0,1,265.23847,76.7973725,17.98,18.31,18.94,,2.008000000000e+01,20.51,2.110000000000e+01,,T9,0.03,5000,,20,Y0,470,,Lyon/COND models and M(J),1,"Different angular separations and position angles are listed for each filter, for data obtained on the same night. The H-band separation and position angles are shown here."
184,WISEP J121756.91+162640.2 A b,12:17:56.91,184.4871250,+16:26:40.2,16.44450000,2.20,2.100000000000e+00,2.160000000000e+00,,0.757,8.0,,,10.5,Keck:II,NIRC2,2012-01-29,,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...57L/abstract target=ref>Liu et al. 2012</a>,0,0,0,1,265.23847,76.7973725,17.98,18.31,18.94,,2.008000000000e+01,20.51,2.110000000000e+01,,T9,0.01,1000,,6,Y0,350,,Lyon/COND models and L_bol,0,"Different angular separations and position angles are listed for each filter, for data obtained on the same night. The H-band separation and position angles are shown here."
185,WISEP J121756.91+162640.2 A b,12:17:56.91,184.4871250,+16:26:40.2,16.44450000,2.20,2.100000000000e+00,2.160000000000e+00,,0.757,8.0,,,10.5,Keck:II,NIRC2,2012-01-29,,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...57L/abstract target=ref>Liu et al. 2012</a>,0,0,0,1,265.23847,76.7973725,17.98,18.31,18.94,,2.008000000000e+01,20.51,2.110000000000e+01,,T9,0.03,5000,,13,Y0,370,,Lyon/COND models and L_bol,0,"Different angular separations and position angles are listed for each filter, for data obtained on the same night. The H-band separation and position angles are shown here."
186,LkCa 15 b,04:39:17.79,69.8241480,+22:21:03.4,22.35096700,,,,,0.093,14.7,,256.0,,Magellan,MagAO,2014-11-15,,<a href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,1,0,0,1,176.68970,-15.9816355,,,,,,,,,,,,,,,,,,0,"Detection was in H-alpha. Rather than Jupiter masses, the companions are characterized with planet mass accretion rate."
187,LkCa 15 b,04:39:17.79,69.8241480,+22:21:03.4,22.35096700,,,,5.400000000000e+00,0.106,14.7,,260.0,,LBT,NRM,2014-12-15,,<a href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,1,0,0,1,176.68970,-15.9816355,,,,,,,,,,,,,,,,,,1,"Rather than Jupiter masses, the companions are characterized with planet mass accretion rate."
188,LkCa 15 b,04:39:17.79,69.8241480,+22:21:03.4,22.35096700,,,6.000000000000e+00,,0.125,14.7,,274.0,,LBT,NRM,"2015-02-05, 2015-02-06, 2015-02-07",,<a href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,1,0,0,1,176.68970,-15.9816355,,,,,,,,,,,,,,,,,,0,"Rather than Jupiter masses, the companions are characterized with planet mass accretion rate."
189,LkCa 15 c,04:39:17.79,69.8241480,+22:21:03.4,22.35096700,,,,4.800000000000e+00,0.068,18.6,,316.0,,LBT,NRM,"2015-02-05, 2015-02-06, 2015-02-07",,<a href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,1,0,0,1,176.68970,-15.9816355,,,,,,,,,,,,,,,,,,1,"Rather than Jupiter masses, the companions are characterized with planet mass accretion rate."
190,LkCa 15 c,04:39:17.79,69.8241480,+22:21:03.4,22.35096700,,,5.500000000000e+00,,0.085,18.6,,312.0,,LBT,NRM,"2015-02-05, 2015-02-06, 2015-02-07",,<a href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,1,0,0,1,176.68970,-15.9816355,,,,,,,,,,,,,,,,,,0,"Rather than Jupiter masses, the companions are characterized with planet mass accretion rate."
191,2MASS J02192210-3925225 b,02:19:22.11,34.8421060,-39:25:22.5,-39.42292800,3.77,4.219000000000e+00,3.376000000000e+00,,3.960,156.0,,173.9,39.4,CTIO:1.5m,SIMON,2013-11-05,Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..254A/abstract target=ref>Artigau et al. 2015</a>,0,0,0,1,252.45377,-67.9844531,11.32,10.86,10.44,,1.554000000000e+01,14.63,1.382000000000e+01,,M6,0.36,120,0.0,14,L4,,,"BT-Settl, Allard et al. 2014",1,
192,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.450,,,171.0,,Gemini:South,GPI,2014-12-18,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,,,,,,,,,0,H filter was used
193,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.454,,,170.6,,Gemini:South,GPI,2015-01-30,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,,,,,,,,,0,J filter was used
194,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.462,,,170.5,,Gemini:South,GPI,2015-01-31,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,,,,,,,,,0,H filter was used
195,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.462,,,170.4,,Keck:II,NIRC2,2015-02-01,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>,1,1,0,3,198.61262,-30.6576124,,,,,,,,,,,,,,,,,,0,L' filter was used
196,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.455,,,166.5,,Gemini:South,GPI,2015-09-01,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,,,,,,,,,0,H filter was used
197,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.454,,,166.1,29.8,VLT:Melipal,SPHERE,2015-09-25,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,1.75,,,,,,,,0,H filter result shown here
198,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.453,,,167.2,29.8,VLT:Melipal,SPHERE,2015-09-25,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,1.75,,,,,,,,0,K1 filter result shown here
199,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.457,,,165.5,29.8,VLT:Melipal,SPHERE,2016-01-16,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,1.75,,,,,,,,0,H2 filter used
200,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.454,,,160.3,29.8,VLT:Melipal,SPHERE,2016-12-13,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,1.75,,,,,,,,0,H2 filter used
201,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.449,,,155.7,29.8,VLT:Melipal,SPHERE,2017-09-28,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,1.75,,,,,,,,0,K1 filter used
202,51 Eri b,04:37:36.13,69.4005508,-02:28:24.8,-2.47354817,,,,,0.443,,,150.2,29.8,VLT:Melipal,SPHERE,2018-09-18,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,1,1,1,3,198.61262,-30.6576124,,,,,,,,,,1.75,,,,,,,,0,K1 filter used
203,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,,,,,1.710,162.0,,,94.6,"VLT:Antu, VLT:Melipal","NACO, SPHERE","2017-07-05, 2019-03-17, 2019-03-23, 2019-05-18",Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,0,0,1,306.49970,-2.3014173,,,,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",1,"Projected separation star-planet and position angle star-planet are the average across the J, H, Ks, and L' band"
204,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,7.43,,,,1.715,162.0,,212.1,94.6,VLT:Melipal,SPHERE,2017-07-05,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,1,0,1,306.49970,-2.3014173,,8.44,,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,
205,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,,6.710000000000e+00,,,,162.0,,,94.6,VLT:Melipal,SPHERE,2017-07-05,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,1,0,1,306.49970,-2.3014173,9.02,,,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,
206,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,,,6.410000000000e+00,,1.706,162.0,,212.0,94.6,VLT:Melipal,SPHERE,2019-03-17,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,1,1,1,306.49970,-2.3014173,,,8.29,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,Ks filter used
207,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,6.65,7.140000000000e+00,,,1.711,162.0,,212.0,94.6,VLT:Melipal,SPHERE,2019-03-23,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,1,0,1,306.49970,-2.3014173,9.13,8.46,,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,H2 and J2 filter used
208,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,6.42,6.810000000000e+00,,,1.711,162.0,,212.0,94.6,VLT:Melipal,SPHERE,2019-03-23,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,1,0,1,306.49970,-2.3014173,8.92,8.36,,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,H3 and J3 filters used
209,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,,,6.130000000000e+00,,1.710,162.0,,212.0,94.6,VLT:Melipal,SPHERE,2019-03-23,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,1,0,1,306.49970,-2.3014173,,,8.31,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,K1 filter used
210,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,,,5.790000000000e+00,,1.709,162.0,,212.0,94.6,VLT:Melipal,SPHERE,2019-03-23,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,1,0,1,306.49970,-2.3014173,,,8.28,,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,K2 filter used
211,TYC 8998-760-1 b,13:25:12.13,201.3005420,-64:56:20.69,-64.93908060,,,,5.030000000000e+00,1.708,162.0,,212.6,94.6,VLT:Antu,NACO,2019-05-18,Sco OB2/Lower Centaurus-Crux (LCC),<a href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..431B/abstract target=ref>Bohn et al. 2020</a>,0,0,0,1,306.49970,-2.3014173,,,,8.27,,,,,K3 IV,1.00,17,0.5,14,L0,1727,3.000000000000e+00,"BT-Settl (Allard et al. 2012), AMES/DUSTY (Allard et al. 2001; Chabrier et al. 2000)",0,L' filter used
212,2MASS J01225093-2439505 b,01:22:50.94,20.7122430,-24:39:50.7,-24.66404900,,,,,,,,,36.0,VLT:Melipal,SPHERE,2014-12-06,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805L..10H/abstract target=ref>Hinkley et al. 2015</a>,1,1,,1,195.44877,-82.5201654,,,,,,,,,,,,,,L3.7&plusmn;1.0,1600,1.000000000000e+00,"BT-Settl, Allard et al. 2011",0,Full spectrum used for planet spectral type and radius
213,2MASS J01225093-2439505 b,01:22:50.94,20.7122430,-24:39:50.7,-24.66404900,,,,,,,,,36.0,VLT:Melipal,SPHERE,2014-12-06,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805L..10H/abstract target=ref>Hinkley et al. 2015</a>,1,1,,1,195.44877,-82.5201654,,,,,,,,,,,,,,,1700,8.000000000000e-01,"BT-Settl, Allard et al. 2011",0,H-band temperature and radius
214,2MASS J01225093-2439505 b,01:22:50.94,20.7122430,-24:39:50.7,-24.66404900,,,,,,,,,36.0,VLT:Melipal,SPHERE,2014-12-06,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805L..10H/abstract target=ref>Hinkley et al. 2015</a>,1,1,,1,195.44877,-82.5201654,,,,,,,,,,,,,,L4&plusmn;1,1600,1.200000000000e+00,"BT-Settl, Allard et al. 2011",0,J-band planet spectral type and YJ-band radius
215,kap And b,23:40:24.51,355.1021120,+44:20:02.2,44.33393100,,,,,1.029,61.0,,55.3,51.6,"Perkins, Keck:II, LBTI","MIMIR, NIRC2, LMIRCam","2012-10-30, 2012-11-03, 2012-10-06",Columba,<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...562A.111B/abstract target=ref>Bonnefoy et al. 2014</a>,0,1,0,1,109.76586,-16.7143327,4.26,4.31,4.32,4.32,1.586000000000e+01,14.95,1.432000000000e+01,1.312000000000e+01,B9 IVn,2.60,30,67.6,14,M9-L3,1900,,"COND03, Baraffe et al.(2003)",0,"Ks and L' filters used. Mass taken from the ""Mass from Teff"" hot-start models. Angular separation and position angle in the Ks band."
216,kap And b,23:40:24.51,355.1021120,+44:20:02.2,44.33393100,,,,,1.029,61.0,,55.3,51.6,"Perkins, Keck:II, LBTI","MIMIR, NIRC2, LMIRCam","2012-10-30, 2012-11-03, 2012-10-06",Columba,<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...562A.111B/abstract target=ref>Bonnefoy et al. 2014</a>,0,1,0,1,109.76586,-16.7143327,4.26,4.31,4.32,4.32,1.586000000000e+01,14.95,1.432000000000e+01,1.312000000000e+01,B9 IVn,2.60,30,67.6,14,M9-L3,1900,,"COND03, Baraffe et al.(2003)",0,"Ks and L' filters used. Mass taken from the ""Mass from Teff"" hot-start models. Angular separation and position angle in the Ks band."
217,kap And b,23:40:24.51,355.1021120,+44:20:02.2,44.33393100,,,,,1.029,61.0,,55.3,51.6,"Perkins, Keck:II, LBTI","MIMIR, NIRC2, LMIRCam","2012-10-30, 2012-11-03, 2012-10-06",Columba,<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...562A.111B/abstract target=ref>Bonnefoy et al. 2014</a>,0,1,0,1,109.76586,-16.7143327,4.26,4.31,4.32,4.32,1.586000000000e+01,14.95,1.432000000000e+01,1.312000000000e+01,B9 IVn,2.60,30,67.6,10,M9-L3,1900,,"FM08, Spiegel & Burrows (2012)",0,"Ks and L' filters used. Mass taken from the ""Mass from Teff"" hot-start models. Angular separation and position angle in the Ks band."
218,kap And b,23:40:24.51,355.1021120,+44:20:02.2,44.33393100,,,,,1.029,61.0,,55.3,51.6,"Perkins, Keck:II, LBTI","MIMIR, NIRC2, LMIRCam","2012-10-30, 2012-11-03, 2012-10-06",Columba,<a href=https://ui.adsabs.harvard.edu/abs/2014A&A...562A.111B/abstract target=ref>Bonnefoy et al. 2014</a>,0,1,0,1,109.76586,-16.7143327,4.26,4.31,4.32,4.32,1.586000000000e+01,14.95,1.432000000000e+01,1.312000000000e+01,B9 IVn,2.60,30,67.6,10,M9-L3,1900,,"SB12, Spiegel & Burrows (2012)",0,"Ks and L' filters used. Mass taken from the ""Mass from Teff"" hot-start models. Angular separation and position angle in the Ks band."
219,GSC 06214-00210 b,16:21:54.67,245.4777800,-20:43:09.13,-20.71920200,,,,,,,,,,HST,WFC3,2012-02-22,,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783L..17Z/abstract target=ref>Zhou et al. 2014</a>,1,0,0,1,355.26196,20.1247378,,,,,,,,,,,,,15,,2200,1.800000000000e+00,"BT-Settl, Allard et al. (2012)",0,
220,GSC 06214-00210 b,16:21:54.67,245.4777800,-20:43:09.13,-20.71920200,,,,,2.200,320.0,,,145.0,Keck:II,OSIRIS,2010-07-09,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..148B/abstract target=ref>Bowler et al. 2011</a>,1,0,1,1,355.26196,20.1247378,10.00,9.34,9.15,,,,,,K7 ?? 0.5,0.90,5,0.4,,L0&plusmn;1,2700,1.890000000000e+00,"BT-Settl, Allard et al. (2010)",0,Ks filter used. B-Settl temperature. 2MASS stellar photometry.
221,GSC 06214-00210 b,16:21:54.67,245.4777800,-20:43:09.13,-20.71920200,,,,,2.200,320.0,,,145.0,Keck:II,OSIRIS,2010-07-09,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...743..148B/abstract target=ref>Bowler et al. 2011</a>,1,0,1,1,355.26196,20.1247378,10.00,9.34,9.15,,,,,,K7 ?? 0.5,0.90,5,0.4,14,L0&plusmn;1,2200,1.890000000000e+00,"Lyon/COND, Baraffe et al. (2003), DUSTY, Chabrier et al. (2000), clear and cloudy, Saumon & Marley (2008)",0,Ks filter used. Evolutionary models temperature. 2MASS stellar photometry.
222,1RXS J160929.1-210524 b,16:09:30.31,242.3762680,-21:04:58.9,-21.08303600,,,,6.100000000000e+00,2.222,330.0,,27.6,,Gemini:Gillett,NIRI,2009-04-06,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..497L/abstract target=ref>Lafreniere et al. 2010</a>,1,0,0,1,352.89056,22.0304266,,,,,,,,,,,5,0.4,8,,1800,,"DUSTY (Chabrier et al. 2000), DRIFT PHOENIX (Witte et al. 2009, Helling et al. 2008)",0,K' filter used
223,1RXS J160929.1-210524 b,16:09:30.31,242.3762680,-21:04:58.9,-21.08303600,,,,6.100000000000e+00,2.219,330.0,,27.7,,Gemini:Gillett,NIRI,2009-07-01,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..497L/abstract target=ref>Lafreniere et al. 2010</a>,1,0,0,1,352.89056,22.0304266,,,,,,,,,,,5,0.4,8,,1800,,"DUSTY (Chabrier et al. 2000), DRIFT PHOENIX (Witte et al. 2009, Helling et al. 2008)",0,K' filter used
224,ROXs 12 b,16:26:27.76,246.6168370,-25:27:24.7,-25.44660950,,,,,1.778,213.0,,8.9,,Keck:II,NIRC2,2011-06-23,,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>,1,1,0,1,352.25851,16.2124312,,,,,,,,,,,,,,,,,,0,Kp filter used
225,ROXs 12 b,16:26:27.76,246.6168370,-25:27:24.7,-25.44660950,,,4.300000000000e+00,,1.786,214.0,,8.2,,Keck:II,NIRC2,2015-08-27,,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>,1,1,0,1,352.25851,16.2124312,,,,,,,,,,,,,,,,,,0,Ks filter used
226,ROXs 42 B b,16:31:15.02,247.8125670,-24:32:43.7,-24.54547100,,,,,1.173,141.0,,270.1,,Keck:II,NIRC2,2011-06-23,,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>,0,1,0,2,353.70707,15.9898273,,,,,,,,,,,,,,,,,,0,Kp filter used
227,ROXs 42 B b,16:31:15.02,247.8125670,-24:32:43.7,-24.54547100,,,6.160000000000e+00,,1.170,140.0,,270.6,,Keck:II,NIRC2,2014-05-14,,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>,0,1,0,2,353.70707,15.9898273,,,,,,,,,,,,,,,,,,0,Ks filter used
228,1RXS J160929.1-210524 b,16:09:30.31,242.3762680,-21:04:58.9,-21.08303600,,,,,,330.0,,,145.0,,,,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,1,0,0,1,352.89056,22.0304266,9.76,9.11,8.89,,1.785000000000e+01,16.86,1.615000000000e+01,,,,5,,8,L4 ?? 1,1700,,"BT-Settl (Allard et al. 2011), Drift-Phoenix (Helling et al. 2008, Witte et al. 2009, 2011)",0,Ks filter used
229,1RXS J160929.1-210524 b,16:09:30.31,242.3762680,-21:04:58.9,-21.08303600,,,,,,330.0,,,145.0,,,,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,1,0,0,1,352.89056,22.0304266,9.76,9.11,8.89,,1.785000000000e+01,16.86,1.615000000000e+01,,,,10,,12,L4 ?? 1,1700,,"BT-Settl (Allard et al. 2011), Drift-Phoenix (Helling et al. 2008, Witte et al. 2009, 2011)",0,Ks filter used
230,GSC 06214-00210 b,16:21:54.67,245.4777800,-20:43:09.13,-20.71920200,6.19,6.180000000000e+00,5.740000000000e+00,4.650000000000e+00,2.204,320.0,,176.0,145.0,Gemini:Gillett,NIRI,2011-04-19,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,1,0,0,1,355.26196,20.1247378,9.95,9.33,9.13,9.10,1.613000000000e+01,15.52,1.487000000000e+01,1.375000000000e+01,K7 ?? 0.5,,5,,16,M9 ?? 0.5,2300,,"BT-Settl (Allard et al. 2011), Drift-Phoenix (Helling et al. 2008, Witte et al. 2009, 2011)",0,Ks and L' filters used
